Coreid,Record_basis,Order,Family,Genus,Species,type,year,month,Day,State,longitude,latitude,altitude,presence,mean.spring.temp,mean.winter.temp,mean.temp,precip.spring,precip.total,temp.var,precip.var,Domain,Bio,Climate_zone,date,julian,mean.T,mean.P,T_anm,P_anm,Region,BIO4,BIO7,BIO10,BIO11,BIO15,BIO16,BIO17,Probability
23115976,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,6,Virginia,-77.595,39.032,109,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/5/6,126,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23105472,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,7,Virginia,-77.595,39.032,109,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/7,97,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23105693,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,25,Virginia,-77.595,39.032,109,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/25,115,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23108338,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,30,Virginia,-77.604,39.032,94,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/30,120,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23109493,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,24,Maryland,-76.784,39.055,44,1,12.964,4.148,13.45,269.845,1425.412,9.231,75.556,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/5/24,144,12.467,1107.641,0.983,1.287,medium,9.231,27.719,24.62,1.988,75.556,720.417,165.731,0.38559
23055285,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,7,Maryland,-77.007,39.001,100,1,14.194,0.74,13.574,226.324,1118.969,10.225,49.141,Mid Atlantic,Mixed-Humid,Mixed-warm,2010/4/7,97,12.776,1093.067,0.798,1.024,medium,10.225,27.553,25.611,-0.106,49.141,474.433,138.106,0.38559
23055377,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,18,Maryland,-76.584,38.939,0,1,13.878,0.949,13.719,248.621,1162.319,10.068,50.069,Mid Atlantic,Mixed-Humid,Mixed-warm,2010/4/18,108,13.149,1100.205,0.57,1.056,low,10.068,26.845,25.59,0.299,50.069,494.561,153.369,0.37338
23055456,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,7,Virginia,-77.604,39.028,94,1,13.962,0.392,13.559,273.045,980.56,10.241,37.562,Mid Atlantic,Mixed-Humid,Mixed-warm,2010/4/7,97,12.806,1037.473,0.753,0.945,medium,10.241,27.163,25.757,-0.017,37.562,351.153,128.874,0.39484
23055624,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,23,Virginia,-77.595,39.028,109,1,13.962,0.392,13.559,273.045,980.56,10.241,37.562,Mid Atlantic,Mixed-Humid,Mixed-warm,2010/4/23,113,12.806,1037.473,0.753,0.945,medium,10.241,27.163,25.757,-0.017,37.562,351.153,128.874,0.39484
23055850,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,5,7,West Virginia,-79.49,39.114,940,1,9.407,-4.74,8.024,291.319,1294.975,10.552,26.117,Northeast,Cold,Cold,2010/5/7,127,8.35,1450.541,-0.326,0.893,medium,10.552,27.92,19.688,-6.735,26.117,440.176,238.021,0.40294
23056080,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,15,West Virginia,-82.196,38.289,197,1,13.958,0.387,12.901,292.952,1240.65,10.39,47.81,Appalachians,Mixed-Humid,Mixed-warm,2010/4/15,105,12.84,1131.399,0.061,1.097,low,10.39,27.059,24.721,-1.341,47.81,515.094,176.473,0.4328
23071963,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,10,North Carolina,-82.445,35.617,729,1,13.761,1.929,13.175,234.337,917.029,9.664,34.487,Appalachians,Mixed-Humid,Mixed-warm,2010/4/10,100,13.447,1084.613,-0.272,0.845,low,9.664,25.539,24.395,0.284,34.487,320.873,124.842,0.4328
23072078,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,11,North Carolina,-82.445,35.617,729,1,13.761,1.929,13.175,234.337,917.029,9.664,34.487,Appalachians,Mixed-Humid,Mixed-warm,2010/4/11,101,13.447,1084.613,-0.272,0.845,low,9.664,25.539,24.395,0.284,34.487,320.873,124.842,0.4328
23072224,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,19,North Carolina,-82.445,35.617,729,1,13.761,1.929,13.175,234.337,917.029,9.664,34.487,Appalachians,Mixed-Humid,Mixed-warm,2010/4/19,109,13.447,1084.613,-0.272,0.845,low,9.664,25.539,24.395,0.284,34.487,320.873,124.842,0.4328
23073281,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,7,Virginia,-77.594,39.033,109,1,13.962,0.392,13.559,273.045,980.56,10.241,37.562,Mid Atlantic,Mixed-Humid,Mixed-warm,2010/4/7,97,12.806,1037.473,0.753,0.945,medium,10.241,27.163,25.757,-0.017,37.562,351.153,128.874,0.39484
23073322,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2010,4,29,Virginia,-77.594,39.033,109,1,13.962,0.392,13.559,273.045,980.56,10.241,37.562,Mid Atlantic,Mixed-Humid,Mixed-warm,2010/4/29,119,12.806,1037.473,0.753,0.945,medium,10.241,27.163,25.757,-0.017,37.562,351.153,128.874,0.39484
23099211,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,2,North Carolina,-78.391,34.218,18,1,16.96,9.392,17.347,182.139,1009.559,7.833,76.388,Mid Atlantic,Hot-Humid,Mixed-warm,2011/4/2,92,17.177,1304.986,0.17,0.774,low,7.833,23.781,27.071,7.776,76.388,525.677,64.264,0.42069
23099519,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,26,Maryland,-76.553,39.309,19,1,13.852,5.493,14.631,343.989,1637.505,9.369,81.602,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/26,116,13.821,1131.951,0.81,1.447,medium,9.369,28.42,25.944,3.002,81.602,881.764,175.471,0.4383
23100447,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,19,Maryland,-76.819,39.037,65,1,13.004,4.271,13.577,259.709,1376.549,9.275,73.265,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/19,109,12.502,1102.956,1.075,1.248,medium,9.275,27.743,24.767,2.03,73.265,690.297,161.607,0.38559
23100567,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,19,Maryland,-76.857,39.035,51,1,13.162,4.287,13.73,263.332,1359.832,9.306,71.59,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/19,109,12.499,1093.941,1.231,1.243,medium,9.306,27.763,24.969,2.136,71.59,678.171,163.689,0.38559
23100727,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,13,West Virginia,-81.072,39.259,268,1,11.824,2.263,11.957,501.506,1662.338,8.993,34.801,Northeast,Mixed-Humid,Mixed-warm,2011/5/13,133,11.733,1127.632,0.224,1.474,medium,8.993,27.677,22.663,0.585,34.801,597.169,249.169,0.39565
23100768,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,13,West Virginia,-80.981,39.313,327,1,12.085,2.645,12.159,499.81,1702.835,8.9,30.594,Northeast,Mixed-Humid,Mixed-warm,2011/5/13,133,11.95,1137.585,0.209,1.497,medium,8.9,27.543,22.72,0.898,30.594,569.843,255.683,0.39565
23100799,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,13,West Virginia,-80.981,39.311,327,1,11.942,2.454,12.041,506.008,1717.198,8.913,31.694,Northeast,Mixed-Humid,Mixed-warm,2011/5/13,133,11.803,1137.59,0.238,1.51,medium,8.913,27.468,22.644,0.797,31.694,594.066,255.115,0.39565
23101072,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,27,Maryland,-76.801,39.054,42,1,12.964,4.148,13.45,269.845,1425.412,9.231,75.556,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/27,117,12.467,1107.641,0.983,1.287,medium,9.231,27.719,24.62,1.988,75.556,720.417,165.731,0.38559
23101096,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,7,West Virginia,-79.489,39.114,940,1,8.631,-0.298,8.985,618.566,1960.199,8.662,27.041,Northeast,Cold,Cold,2011/5/7,127,8.35,1450.541,0.635,1.351,medium,8.662,26.796,19.125,-1.919,27.041,664.864,360.676,0.40294
23101119,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,13,West Virginia,-80.977,39.306,334,1,11.962,2.529,12.07,505.8,1736.112,8.873,31.735,Northeast,Mixed-Humid,Mixed-warm,2011/5/13,133,11.795,1143.212,0.275,1.519,medium,8.873,27.365,22.633,0.901,31.735,593.473,255.164,0.39565
23101131,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,13,West Virginia,-81.024,39.351,292,1,12.008,2.575,12.118,492.216,1666.826,8.932,31.501,Northeast,Mixed-Humid,Mixed-warm,2011/5/13,133,11.924,1131.082,0.194,1.474,medium,8.932,27.61,22.724,0.833,31.501,569.151,252.031,0.39565
23101327,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,7,19,Georgia,-84.448,33.912,260,1,16.864,8.858,16.862,366.313,1099.595,8.061,48.94,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/7/19,200,16.294,1311.885,0.568,0.838,low,8.061,23.877,27.12,6.994,48.94,445.23,147.421,0.37087
23101394,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,6,Maryland,-76.806,39.06,44,1,12.964,4.148,13.45,269.845,1425.412,9.231,75.556,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/6,96,12.467,1107.641,0.983,1.287,medium,9.231,27.719,24.62,1.988,75.556,720.417,165.731,0.38559
23102044,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,7,18,Maryland,-76.821,39.051,61,1,13.004,4.271,13.577,259.709,1376.549,9.275,73.265,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/7/18,199,12.502,1102.956,1.075,1.248,medium,9.275,27.743,24.767,2.03,73.265,690.297,161.607,0.38559
23103399,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,30,Maryland,-77.172,38.971,31,1,13.749,4.834,14.308,322.753,1242.97,9.243,64.389,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/30,120,13.318,1098.378,0.99,1.132,low,9.243,27.895,25.661,2.91,64.389,579.755,143.183,0.42069
23103412,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,4,Maryland,-76.816,39.044,62,1,13.004,4.271,13.577,259.709,1376.549,9.275,73.265,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/5/4,124,12.502,1102.956,1.075,1.248,medium,9.275,27.743,24.767,2.03,73.265,690.297,161.607,0.38559
23103614,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,10,Virginia,-77.607,39.029,94,1,13.21,3.636,13.584,435.942,1243.704,9.395,49.668,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/10,100,12.838,1038.136,0.746,1.198,medium,9.395,28.092,25.052,1.953,49.668,510.197,136.099,0.39484
23103636,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,10,Virginia,-77.604,39.028,94,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/10,100,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23104233,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,25,Virginia,-77.604,39.028,94,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/25,115,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23104443,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,6,Virginia,-77.607,39.029,94,1,13.21,3.636,13.584,435.942,1243.704,9.395,49.668,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/5/6,126,12.838,1038.136,0.746,1.198,medium,9.395,28.092,25.052,1.953,49.668,510.197,136.099,0.39484
23104539,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,7,Virginia,-77.595,39.028,109,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/7,97,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23104748,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,25,Virginia,-77.594,39.033,109,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/25,115,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23104856,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,21,Virginia,-77.595,39.028,109,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/21,111,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23104986,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,7,Virginia,-77.594,39.033,109,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/7,97,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23105109,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,7,Virginia,-77.59,39.026,101,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/7,97,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23105188,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,21,Virginia,-77.59,39.026,101,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/21,111,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23105245,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,7,Virginia,-77.589,39.023,90,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/7,97,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23105306,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,21,Virginia,-77.589,39.023,90,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/21,111,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23105377,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,5,Virginia,-77.589,39.023,90,1,13.288,3.728,13.648,405.36,1238.294,9.401,50.642,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/5/5,125,12.806,1037.473,0.842,1.194,medium,9.401,28.149,25.117,2.025,50.642,514.749,136.835,0.39484
23119866,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,2,Maryland,-76.624,38.982,30,1,13.189,4.611,13.956,309.444,1471.487,9.201,67.828,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/2,92,12.894,1101.755,1.062,1.336,low,9.201,27.857,25.087,2.548,67.828,715.363,169.707,0.38559
23120444,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,5,10,Maryland,-76.621,38.978,30,1,13.286,4.7,14.094,311.497,1480.05,9.229,68.732,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/5/10,130,12.965,1099.008,1.129,1.347,low,9.229,27.829,25.256,2.663,68.732,728.911,171.75,0.37338
23120500,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,2,Maryland,-76.659,39.033,46,1,13.049,4.302,13.682,312.016,1556.749,9.216,76.452,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/2,92,12.639,1107.466,1.043,1.406,medium,9.216,27.87,24.854,2.227,76.452,787.27,167.407,0.38559
23120507,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,2,Maryland,-76.648,39.022,39,1,13.049,4.302,13.682,312.016,1556.749,9.216,76.452,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/2,92,12.639,1107.466,1.043,1.406,medium,9.216,27.87,24.854,2.227,76.452,787.27,167.407,0.38559
23120532,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,2,Maryland,-76.634,39,33,1,13.189,4.611,13.956,309.444,1471.487,9.201,67.828,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/2,92,12.894,1101.755,1.062,1.336,medium,9.201,27.857,25.087,2.548,67.828,715.363,169.707,0.38559
23120649,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,2,Maryland,-76.621,38.978,30,1,13.286,4.7,14.094,311.497,1480.05,9.229,68.732,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/2,92,12.965,1099.008,1.129,1.347,low,9.229,27.829,25.256,2.663,68.732,728.911,171.75,0.37338
23120835,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,13,Maryland,-76.648,39.022,39,1,13.049,4.302,13.682,312.016,1556.749,9.216,76.452,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/13,103,12.639,1107.466,1.043,1.406,medium,9.216,27.87,24.854,2.227,76.452,787.27,167.407,0.38559
23120863,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,13,Maryland,-76.634,39,33,1,13.189,4.611,13.956,309.444,1471.487,9.201,67.828,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/13,103,12.894,1101.755,1.062,1.336,medium,9.201,27.857,25.087,2.548,67.828,715.363,169.707,0.38559
23092765,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2008,4,30,New Jersey,-74.526,40.72,79,1,9.625,-1.032,11.099,323.55,1270.377,8.764,42.923,Northeast,Cold,Cold,2008/4/30,121,10.56,1247.134,0.539,1.019,medium,8.764,23.179,22.221,0.722,42.923,484.038,166.142,0.40065
23092779,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2008,4,30,New Jersey,-74.52,40.716,75,1,9.838,-0.819,11.296,320.917,1294.465,8.801,41.73,Northeast,Cold,Cold,2008/4/30,121,10.78,1240.933,0.516,1.043,medium,8.801,23.48,22.498,0.865,41.73,501.259,178.278,0.40065
23093199,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2008,6,30,Pennsylvania,-75.235,40.947,131,1,8.639,-2.002,10.14,377.432,1498.362,8.957,49.481,Northeast,Cold,Cold,2008/6/30,182,10.008,1233.983,0.132,1.214,medium,8.957,23.934,21.413,-0.572,49.481,629.522,174.2,0.42234
23094209,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2009,4,18,Maryland,-76.381,39.247,5,1,12.328,1.477,13.255,385.368,1416.233,8.958,51.288,Mid Atlantic,Mixed-Humid,Mixed-warm,2009/4/18,108,13.53,1121.081,-0.275,1.263,medium,8.958,26.577,24.013,1.767,51.288,553.479,107.816,0.4383
23095005,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2009,4,18,Maryland,-76.374,39.252,3,1,12.328,1.477,13.255,385.368,1416.233,8.958,51.288,Mid Atlantic,Mixed-Humid,Mixed-warm,2009/4/18,108,13.53,1121.081,-0.275,1.263,medium,8.958,26.577,24.013,1.767,51.288,553.479,107.816,0.4383
23095090,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2009,4,18,Maryland,-76.378,39.249,5,1,12.328,1.477,13.255,385.368,1416.233,8.958,51.288,Mid Atlantic,Mixed-Humid,Mixed-warm,2009/4/18,108,13.53,1121.081,-0.275,1.263,medium,8.958,26.577,24.013,1.767,51.288,553.479,107.816,0.4383
23095159,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2009,4,18,Maryland,-76.384,39.244,0,1,12.328,1.477,13.255,385.368,1416.233,8.958,51.288,Mid Atlantic,Mixed-Humid,Mixed-warm,2009/4/18,108,13.53,1121.081,-0.275,1.263,medium,8.958,26.577,24.013,1.767,51.288,553.479,107.816,0.4383
23095187,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2009,4,18,Maryland,-76.375,39.25,3,1,12.328,1.477,13.255,385.368,1416.233,8.958,51.288,Mid Atlantic,Mixed-Humid,Mixed-warm,2009/4/18,108,13.53,1121.081,-0.275,1.263,medium,8.958,26.577,24.013,1.767,51.288,553.479,107.816,0.4383
23098404,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,15,West Virginia,-77.817,39.223,151,1,12.488,3.339,12.954,452.945,1197.385,9.27,45.955,Mid Atlantic,Mixed-Humid,Mixed-warm,2011/4/15,105,12.313,997.322,0.641,1.201,medium,9.27,27.778,24.206,1.467,45.955,479.334,148.067,0.40228
23098972,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2011,4,2,North Carolina,-78.358,34.192,17,1,16.96,9.392,17.347,182.139,1009.559,7.833,76.388,Mid Atlantic,Hot-Humid,Mixed-warm,2011/4/2,92,17.177,1304.986,0.17,0.774,low,7.833,23.781,27.071,7.776,76.388,525.677,64.264,0.42069
23091769,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2008,4,30,New Jersey,-74.514,40.714,72,1,9.838,-0.819,11.296,320.917,1294.465,8.801,41.73,Northeast,Cold,Cold,2008/4/30,121,10.78,1240.933,0.516,1.043,medium,8.801,23.48,22.498,0.865,41.73,501.259,178.278,0.40065
22996684,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,14,Maryland,-76.882,39.036,57,1,10.363,2.405,12.703,330.652,1177.102,9.391,60.809,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/14,104,12.499,1093.941,0.204,1.076,medium,9.391,24.523,24.295,1.355,60.809,524.714,95.913,0.38559
22997236,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,5,9,Maryland,-76.867,39.205,124,1,10.172,2.248,12.469,316.902,1225.729,9.37,73.02,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/5/9,129,12.305,1115.05,0.164,1.099,medium,9.37,24.373,24.071,1.156,73.02,605.857,109.057,0.37012
22997253,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,19,Maryland,-76.835,39.013,47,1,10.25,2.387,12.636,334.545,1111.014,9.424,56.16,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/19,109,12.549,1098.193,0.087,1.012,medium,9.424,24.603,24.251,1.248,56.16,457.405,97.553,0.38559
22997367,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,5,8,Maryland,-76.855,39.24,111,1,10.299,2.273,12.558,305.47,1214.03,9.406,75.614,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/5/8,128,12.314,1113.164,0.244,1.091,medium,9.406,24.539,24.212,1.234,75.614,611.654,97.057,0.37012
22997416,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,11,Maryland,-76.867,39.205,124,1,10.172,2.248,12.469,316.902,1225.729,9.37,73.02,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/11,101,12.305,1115.05,0.164,1.099,medium,9.37,24.373,24.071,1.156,73.02,605.857,109.057,0.37012
22997540,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,26,Maryland,-76.863,39.285,123,1,10.433,2.381,12.661,294.603,1181.823,9.42,75.295,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/26,116,12.333,1113.271,0.328,1.062,medium,9.42,24.537,24.292,1.326,75.295,595.684,91.512,0.37012
22997565,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,19,Maryland,-76.887,39.228,144,1,10.172,2.248,12.469,316.902,1225.729,9.37,73.02,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/19,109,12.305,1115.05,0.164,1.099,medium,9.37,24.373,24.071,1.156,73.02,605.857,109.057,0.37012
22997669,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,19,Maryland,-76.878,39.038,57,1,10.363,2.405,12.703,330.652,1177.102,9.391,60.809,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/19,109,12.499,1093.941,0.204,1.076,medium,9.391,24.523,24.295,1.355,60.809,524.714,95.913,0.38559
22997740,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,19,Maryland,-76.927,39.03,40,1,10.543,2.527,12.87,325.026,1166.623,9.372,64.055,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/19,109,12.52,1087.012,0.35,1.073,medium,9.372,24.442,24.467,1.55,64.055,530.022,87.881,0.38559
22997774,Preserved Specimen,Hymenoptera,Andrenidae,Andrena,Andrena_violae,Specialist,2005,4,19,Maryland,-76.832,39.032,46,1,10.298,2.277,12.592,332.291,1168.746,9.404,58.135,Mid Atlantic,Mixed-Humid,Mixed-warm,2005/4/19,109,12.502,1102.956,0.09,1.06,medium,9.404,24.591,24.189,1.2,58.135,507.925,100.822,0.38559
